0,Sentiment,neg,neu,pos,compound
: injective ecosystem will explode when mito goes live on mainnet. can’t wait to ape tokens trying to make more . https…,Neutro,0.0,1.0,0.0,0.0
- price discovery soon 🎯,Neutro,0.0,1.0,0.0,0.0
meanwhile /btc weekly chart looks like this 👀 👀,Positivo,0.0,0.706,0.294,0.3612
: peekaboo! 👀here  a small teaser of the  in-app dashboard. 🎨the dashboard shows real-time stats about the …,Negativo,0.141,0.859,0.0,-0.3164
"this might not be the best entry but i'm bullish on  as well and started to farm and stake today. farm v2 release two days ago -> great apy for early investorsstill sitting below . do not  fomo but dyoruptrend and listing price reclaimthanks   > [](> if you liked the  pump, you will  love the  pump",Positivo,0.032,0.71,0.258,0.956
longed #btc at .6k on the trendline breakout. send it. 🚀trade here:,Neutro,0.0,1.0,0.0,0.0
bazooka candle soon towards 0.25> [](>  > > primed  🚀,Neutro,0.0,1.0,0.0,0.0
pushed up nicely with  yesterday..10 is the key level to hold. if it can do so i think we will  see us finally tap that .28 level soon.,Positivo,0.0,0.9,0.1,0.4404
🚀 😎> [](>  2d update> > so far so good. plan remains> > i think #crv is gearing up for a leg up 📈> > bullish as long as it stays above the green horizontal,Positivo,0.0,0.873,0.127,0.6213
let  do this!#bitcoin,Neutro,0.0,1.0,0.0,0.0
looking healthy,Positivo,0.0,0.27,0.73,0.4019
#bitcoin is breaking out!the target of this bullish flag is .000.,Neutro,0.0,1.0,0.0,0.0
"full platform goes live todayif you want early access, follow the instructions below👇🏼> [](> tokensight goes live today!> want to be one of the first users?> > simply demonstrate your technical analysis skills on any token and share them on twitter. > > to participate:> -  use the cashtag  > - add the  #tokensight hashtag> -  tag  > > we will select 10 winners…",Positivo,0.0,0.911,0.089,0.4753
"great to see my partners  mentioned in . 'in a gold rush, sell shovels' - that  exactly what  are doing by offering cloud computing power for ai, allowing other projects to build on top of their tech. is an example of a project… > [](> decentralized ai model  is being run right now on   cloud computing network. the final installment of 'real ai use cases in crypto' looks at crypto-based ai markets, and ai financial analysis.> > via cointelegraph magazine. >",Positivo,0.0,0.924,0.076,0.7096
> [](>  hearing rumors they will be offering a bounty to report any americans who received the airdrop > > you get 1/2 the value of the airdrop if it leads to successful reporting,Positivo,0.0,0.819,0.181,0.7351
bustin,Neutro,0.0,1.0,0.0,0.0
"funding rates are starting to tick positiveit only took ,500  for everyone to start going longflush around the corner imo",Neutro,0.0,1.0,0.0,0.0
back on track,Neutro,0.0,1.0,0.0,0.0
#bitcoin liquidation map 🔥has been building some thick clusters on both sides due to ranging in this same area for some time now.most notably: .9k & .8kkeep an eye out for those levels.,Neutro,0.0,1.0,0.0,0.0
i told  yesterday that  was on the verge of a breakout.what do we see now?  breaking out!,Neutro,0.0,1.0,0.0,0.0
: why  is high conviction:besides the bullish chart. - second incubated project launching on sunday (heard its absolut…,Neutro,0.0,1.0,0.0,0.0
not slowing,Neutro,0.0,1.0,0.0,0.0
bruh why are people so adament on shoring the shit out of .,Positivo,0.0,0.733,0.267,0.6124
"place your bets: 1) same pattern as before, pull back after new swing high 2) up only, this time it  different",Neutro,0.0,1.0,0.0,0.0
seems so close now right?,Neutro,0.0,1.0,0.0,0.0
could  be the easiest money in the market?yesthey are going to hold custody for every  etfyou do not  even have to be clever to win on this one,Positivo,0.0,0.723,0.277,0.8625
nice 1h triangle breakout for continuation.ascending triangle is a great pattern trade in these conditions because it has a high success rate.i will  post some more info about it soon,Positivo,0.0,0.702,0.298,0.891
next leg up for  ? green box on the 5m chart,Neutro,0.0,1.0,0.0,0.0
breaking down big time here.,Neutro,0.0,1.0,0.0,0.0
#bitcoinjust fighting with resistance,Negativo,0.455,0.545,0.0,-0.3612
breakout n pump you can do it 🚀 > [](> i think  #grok will break out of the range this time> > check my tv account for analysis,Neutro,0.0,1.0,0.0,0.0
consolidating before the next move imo,Neutro,0.0,1.0,0.0,0.0
: just in: 🇺🇸 vaneck  spot #bitcoin etf will have the ticker symbol,Neutro,0.0,1.0,0.0,0.0
": get ready, it  about time.",Positivo,0.0,0.615,0.385,0.3612
send it > [](> next leg up for  ? > green box on the 5m chart,Neutro,0.0,1.0,0.0,0.0
does not  this chart ring a bell for you?,Neutro,0.0,1.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
"one giant gap to the upside, and the scary part is that loads of altcoins look exactly like this.",Negativo,0.141,0.749,0.11,-0.1779
#btt (1000btt on bybit and mexc) - shortrisk : high,Neutro,0.0,1.0,0.0,0.0
been a pretty easy bet,Positivo,0.0,0.247,0.753,0.7269
the burgers have been significantly adding to their long exposure this week. imo still speculation on the btc spot etf approval.for the first time ever cme crossed over 5 billion dollar in open interest for btc.#bitcoin,Positivo,0.0,0.919,0.081,0.4588
#bitcoin the 3 important horizontal levels i'm watching.,Positivo,0.0,0.769,0.231,0.2023
#art who is with me since the  bottom on this one,Neutro,0.0,1.0,0.0,0.0
"whales are loading up. give us that sweet, sweet price discovery.",Positivo,0.0,0.6,0.4,0.7184
now up 35% from these buys and on its way to  🤝> [](> i just bought more  > > i think if solana going to make a leg up higher towards + soon it happens from around this retest,Neutro,0.0,1.0,0.0,0.0
"not a default buy imo.wait for reversal> [](>  #mubi buying zone here, may go up with breakout this time. sl must.",Neutro,0.0,1.0,0.0,0.0
"last couple of days l1  have been moving like crazy, next up are l2  maybe?i'm longing some",Negativo,0.175,0.7,0.125,0.0
take profit n open a shorti'm not encouraging high leverage it is for funin cross leverage is just a number avoid leverage above 10% even on crossrepost for chart,Negativo,0.16,0.706,0.135,-0.1965
aped some  here on this s/r flip after correcting 23% from its highsi think we see this run back into + over the weekend,Neutro,0.0,1.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
finally this +  #pogai,Neutro,0.0,1.0,0.0,0.0
i added more  on this dip.run it higher.long it with me here ➡️,Neutro,0.0,1.0,0.0,0.0
"printing a nice symmetrical triangle 👀wave 5 is coming. send #gmx to + 📈 trade with me here ➡️ 🔥 up to 30,000 usdt welcome bonus for new users when they register, deposit & trade!",Positivo,0.0,0.731,0.269,0.8622
#bitcoin likely closing this week with it  8th consecutive weekly green candle.quite the performance to say the least.we have  had pretty big streaks before but i think somewhere around 10 weeks in a row tends to be where it stops.,Positivo,0.048,0.9,0.053,0.0516
its time  xcad social - friend tech but with a native token.youtubers starting to issue fan tokensyoutuber promoting xcad to their following 750m subscripbersv2 ecosystem launch q1send it.,Positivo,0.0,0.735,0.265,0.8074
4h bands starting to squeeze as price presses ltf range highs,Neutro,0.0,1.0,0.0,0.0
"#bitcoinbreakout, retest, send?",Neutro,0.0,1.0,0.0,0.0
i gave bottom longi gave you local top shortsomeone gonna say i'm an insider 🤣 #jto are you printing?> [](>   take profit n open a short> > i'm not encouraging high leverage > it is for fun> in cross leverage is just a number > > avoid leverage above 10% even on cross> > repost for chart,Positivo,0.094,0.793,0.113,0.0062
: 1/1  ninjaverse nft giveaway to one lucky winner.lowest rank fp worth - 2 imagine the rank 1 👀🤫to…,Positivo,0.0,0.734,0.266,0.5719
"what is  actually doing, besides printing profits for us? i have no clue tbh",Positivo,0.137,0.683,0.18,0.1779
#btc here we go again 🎯,Neutro,0.0,1.0,0.0,0.0
long and strong,Positivo,0.0,0.377,0.623,0.5106
until they don’t green dots green line. what more did you need to know? > [](> the shorts love 44k> > until they do not,Positivo,0.0,0.84,0.16,0.6369
all you had to do was hold,Neutro,0.0,1.0,0.0,0.0
good thing i snuck in a little 15  lot while watching equities today 😉,Positivo,0.0,0.775,0.225,0.4404
the hype is real. just performed 2 live mev tx .their bot is *that good* - people did not  even believe it. they are democratising their mev bot. the first of its kind. a genuine *first mover*... with plenty more coming.i feel incredibly underexposed.,Positivo,0.0,0.869,0.131,0.7096
resume up only.,Neutro,0.0,1.0,0.0,0.0
breaking out of a one month consolidation higher,Neutro,0.0,1.0,0.0,0.0
#bitcoin - a good problem to have when it  even more bullish than you had predicted. thought it would have taken until 2024 to see these breakouts. obv flipping another resistance level.,Positivo,0.08,0.833,0.086,0.0516
:  dailysteady ladshope you listened to the wizz and niz  higher,Neutro,0.0,1.0,0.0,0.0
"new listings on  such as ,  and lots of different alt coins to choose from on the exchange and you can receive an extra 10% off your trading fees if you sign up with my link 👇🙏 #ad> [](> brc20  are back, with  leading the pack 🚀> > trade  and other popular brc20 tokens on bingx spot 🪙",Positivo,0.0,0.951,0.049,0.4215
": big!!   on xbox, playstation or nintendo? the answer is yes!! 🚀🚀 you want proof? listen to the audio from…",Positivo,0.0,0.755,0.245,0.6734
trying to break out a year long accumulation with its biggest catalyst since elon’s snl think this is gonna be a big month for the dog coin,Neutro,0.0,1.0,0.0,0.0
- been a fun one to trade this year.,Positivo,0.0,0.645,0.355,0.5106
if close weekly above green line ...and only up in next weeks,Neutro,0.0,1.0,0.0,0.0
you follow me ? bangggg ✍️ > [](>,Neutro,0.0,1.0,0.0,0.0
:  is making major moves heading into the next #bullrun. disclaimer:   #vault #va…,Neutro,0.0,1.0,0.0,0.0
hé did it again 🔮> [](>  will likely trade above  once btc runs towards 35 k> > few,Neutro,0.0,1.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
"free alpha friday. in price discovery, alts tend to play nicely with the 1.618, 2.618, etc coming out of an extended drawdown.this showed me a map on ,  and  last cycle. it may help you create a plan on this cycle. see",Positivo,0.0,0.717,0.283,0.9081
0.013430 is the local top for  #bonk i thinksurging without any strong pullback for months opening a short and dca upto 0.013430 and then set sl 7% above the average entry price,Negativo,0.083,0.861,0.055,-0.2268
":   30 tf.bo + retest. bouncing 200ema, acting as support.1h & 4h tf above from 200ema, which is continuous o…",Neutro,0.0,1.0,0.0,0.0
oh look at that. finally did something,Neutro,0.0,1.0,0.0,0.0
this stat is pretty wild.> [](> 3 of the top 5 dexes by volume are on .> > ✅ best tech> ✅ best community> ⏳ best economy,Positivo,0.0,0.476,0.524,0.9559
i’ve been telling you for sooooo long now,Neutro,0.0,1.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
missed this breakout,Negativo,0.524,0.476,0.0,-0.296
capo bragging about his  short was a good bottom signal,Positivo,0.0,0.734,0.266,0.4404
fresh bull breakout. should send.,Positivo,0.0,0.635,0.365,0.3182
inverse head and shoulders herewatch for resistance break,Neutro,0.0,1.0,0.0,0.0
am i foolish to think  just teleports to the next weekly resistance at -53?…or is it really genius szn and we just left curve this another 20 bucks up?,Negativo,0.084,0.916,0.0,-0.3527
"exactly the same setup is materialising as the one i shared with you on btcif we can reclaim this range from q1 2022, the next level of resistance is in other words, 2x from current prices",Positivo,0.0,0.934,0.066,0.34
#meme,Neutro,0.0,1.0,0.0,0.0
#wojak  useless meme + weekend = high risk,Negativo,0.551,0.449,0.0,-0.5994
atom starting to move means ecosystem tokens see a move too. send  pls,Positivo,0.0,0.894,0.106,0.0772
,Neutro,0.0,0.0,0.0,0.0
:  #super looks like a possible breakout up!,Positivo,0.0,0.642,0.358,0.4199
we are holding  #arbwaiting for another break out,Neutro,0.0,1.0,0.0,0.0
"sorry for those who missed it 😞> [](>  update🚀🚀🚀> > more than 5x now & still it  not listed on major cex.> > those who got in at the time of the first post, can take out their initials and let the remaining ride.> > 👉  ✅ fork of  ✅> > next gem on👇> > ✅tg: > >  > > #1000xgem",Negativo,0.069,0.931,0.0,-0.3612
yes,Positivo,0.0,0.0,1.0,0.4019
without fail this is going to ath arbitrum is one of the only places that has good options platforms are being built. > [](>  can we send  now?,Positivo,0.0,0.813,0.187,0.6956
"i'm already able to test the platform and will share my feedback soonish. ✅ airdrop snapshot 13h ago📸✅ early investor  airdrop in 7 days✅ the airpdrop is the first revenue payout, revenue sharing for hodlers activated (buy/sell tax, dex) > [](> ⚠️ attention: tokensight   airdrop snapshot concluded. ⚠️> > block: 18743107 (0x11dff43).> total  to be distributed: 279.43> > distribution will commence next week.> >",Positivo,0.046,0.874,0.079,0.2732
without fail this is going to ath arbitrum is one of the only places that has good options platforms being built at. > [](>  can we send  now?,Positivo,0.0,0.813,0.187,0.6956
is underperforming so far and it shows. i could share that /btc is at macro channel bottom and usd pair is breaking out of its diamond bottom.do they deserve it though? the market has no mercy for stubborn emotional investors. community down bad. > [](> one of the biggest mistakes for the typical retail investor in this space is becoming a maxi of one alt.,Negativo,0.148,0.734,0.118,-0.4939
